coin,dt,avg_buy
APE,20240621,103931.02376898083
SUI,20240619,113145.96058557148
ILV,20240618,85888.27963679277
BLUR,20240626,188404.7830697202
TON,20240616,116337.9495865055
CYBER,20240621,105854.46729875411
MAVIA,20240620,113163.35867060193
LTC,20240625,267799.8052534378
STG,20240628,140591.9951333557
TAO,20240626,71981.99659933269
EIGEN,20240622,34278.64097609965
ETH,20240617,1251100.1975954813
ORBS,20240627,112314.2949223972
JUP,20240623,127091.96953727344
TRX,20240621,157657.45982107965
OP,20240615,356379.41364797734
BLZ,20240621,67659.90104309669
CANTO,20240617,68286.89984990176
ZK,20240618,199228.58144199455
BRETT,20240626,173308.0282159304
FIL,20240619,260326.36205139128
MEME,20240622,158760.99374375917
CYBER,20240622,112596.05225456855
EIGEN,20240623,34672.64183138721
FIL,20240622,259603.17642465583
BNB,20240616,715939.5258467064
BANANA,20240628,16386.225023810715
APT,20240618,162673.36398414607
HPOS,20240626,12854.458142513287
SUI,20240622,105149.48241908559
SAGA,20240624,195372.99297377781
ORDI,20240617,185870.97637462354
FRIEND,20240626,0.0
AR,20240616,112372.05552865814
CANTO,20240616,65085.093048713476
BADGER,20240615,106763.40362999699
SNX,20240624,173467.256151817
OX,20240618,12467.591843231214
SUPER,20240616,111667.51363049874
DYM,20240624,103428.01891688764
FRIEND,20240625,0.0
BCH,20240625,334420.51762796147
BLUR,20240625,178368.51443023863
TRX,20240619,147864.09593089033
USTC,20240615,191640.1530043068
OGN,20240618,127238.25320581025
kFLOKI,20240626,169191.06813320005
NEAR,20240618,114652.29035590781
UNIBOT,20240628,5222.046116931513
WIF,20240615,112136.48517861083
BNT,20240615,108902.37942538939
TRX,20240623,152755.21065359173
LTC,20240626,286475.6156808167
BLZ,20240622,73446.52704842342
DOT,20240618,270618.0866657583
DYDX,20240620,190101.92445152238
ORBS,20240622,135950.05367875742
MEME,20240623,154779.28643014855
JUP,20240627,118295.90003712452
TIA,20240615,172664.43233743316
ZEN,20240616,100445.02316568478
IMX,20240628,204052.65719512422
DOGE,20240625,478285.4363428921
LDO,20240621,204970.40696279108
REZ,20240621,233855.99644965204
MEME,20240621,149368.03326749455
LINK,20240615,336200.0911006811
MEME,20240619,152740.2768019513
SOL,20240619,1160008.396608338
STRAX,20240624,0.0
TAO,20240625,69831.1902487984
PIXEL,20240625,297443.81100428547
MATIC,20240618,353080.41339597176
SUI,20240627,97176.10886322807
MKR,20240627,246632.0734128276
FIL,20240623,248386.9328157874
XAI,20240615,215492.43054047032
CYBER,20240623,116915.19265142291
LDO,20240622,217060.85574641774
COMP,20240626,151060.2352811415
UNI,20240620,201072.0188032394
LDO,20240627,216450.4604882878
APE,20240623,107439.54488011805
SHIA,20240618,10710.862345940403
FIL,20240621,254721.36228739878
NFTI,20240618,12749.518888984765
STRK,20240626,95214.32225515717
RLB,20240628,18829.452067193848
ZETA,20240620,110061.54502295154
RSR,20240624,141317.27609185333
AI,20240624,114753.67539766025
REZ,20240623,223483.02597838515
RSR,20240618,137029.2884353737
ONDO,20240628,157718.72084990583
EIGEN,20240619,40594.712219546316
SEI,20240624,173925.66198463092
BLZ,20240623,69737.34356558441
PEOPLE,20240616,215293.3080644538
GALA,20240628,147055.85288452217
PANDORA,20240616,54752.108385121945
BTC,20240622,1164511.0533403629
CFX,20240615,167457.14996050976
APE,20240619,94090.11664461158
ORBS,20240623,137493.7261642069
GMT,20240617,244768.0754876671
EIGEN,20240621,35880.195707053324
BSV,20240615,92502.85255155643
W,20240617,109588.44292462514
ORBS,20240619,120208.53946712532
NEAR,20240624,96626.27375181933
ZRO,20240616,16698.864791116725
OMNI,20240626,146047.13246654396
STRK,20240625,93660.99125900558
XRP,20240628,372216.92511308653
POLYX,20240615,97040.89269674708
SOL,20240627,1489262.6764186746
HPOS,20240625,13195.388716568472
SEI,20240618,205536.54784964208
ORBS,20240621,115978.49179651779
ORDI,20240616,208137.69785955228
CAKE,20240616,195911.84850183423
BTC,20240619,1138492.6100958295
BNB,20240617,781260.8844203508
PYTH,20240620,137542.39215701015
REZ,20240627,177346.5431410024
POPCAT,20240628,81010.12036085773
kLUNC,20240615,208227.61375129048
OX,20240624,13294.68098925042
RDNT,20240615,150884.87060625604
FTT,20240625,28358.984718400472
ENS,20240624,145765.7941262253
KAS,20240615,109571.07727873643
TON,20240617,121733.92077525318
FIL,20240627,254258.43621038203
NOT,20240626,285825.4062914245
FXS,20240624,89014.53974914511
RUNE,20240628,94994.3335872869
SOL,20240623,1401755.1869969633
OMNI,20240625,150837.40501683755
ALT,20240602,170387.49197532565
YGG,20230916,646780.7509869918
TRX,20231121,875674.0522713837
W,20240301,18118.1317934198
AVAX,20240617,336768.02115474455
SEI,20240116,225028.1531325947
MEME,20240627,147336.58728645524
CFX,20240408,147663.37682463817
TAO,20241001,109353.3599710242
STG,20241028,85452.13325636613
HPOS,20240609,13236.432410523825
BNB,20240206,1292341.1613890396
BLZ,20241017,91401.43676545258
FRIEND,20241127,0.0
FET,20240125,227905.91169244648
OX,20240112,27421.350207227806
TRX,20240622,159995.51247590655
LOOM,20241010,98738.66308470399
NOT,20240625,145479.22235215135
CYBER,20241104,114362.76760990077
BIGTIME,20240930,80916.42730104222
CRV,20230529,342239.6172966834
REZ,20240619,233167.40972508705
HPOS,20231105,44955.02687199341
IMX,20240105,402829.34585327504
ZEN,20231127,259280.4815097978
DOGE,20230626,126847.23386263089
DYDX,20240901,185680.56737879716
ETHFI,20241114,80852.09042700837
XAI,20240816,318763.1737167381
ZEN,20240725,68897.15645144088
MINA,20240407,157812.702994249
INJ,20240212,311346.4311095248
CYBER,20240619,103532.77851984011
SUSHI,20240615,163904.9821835048
CYBER,20240601,95336.10876226956
MYRO,20240316,133986.3054652865
POL,20241107,124100.37524141131
ZRO,20240604,11728.185779004418
ORBS,20240210,120217.630375916
SUI,20231121,730092.3048069108
OP,20230629,121496.0342819203
BNB,20240827,362261.5937518275
FET,20240427,148770.3687288911
NFTI,20240624,14217.005929957526
kSHIB,20240607,414356.95638760994
BOME,20240813,127694.74960150458
ALGO,20241210,72906.87267124068
EIGEN,20240806,22810.92361443344
GALA,20240813,132516.8154726242
ARK,20240628,78959.3882142215
BCH,20240329,280868.01671884075
MANTA,20240615,296124.0759418071
FXS,20240618,74817.61137541426
STX,20241116,70596.52845922421
APT,20230816,477138.3598111045
OMNI,20241127,87153.3933367024
FXS,20230808,234681.75496238083
ARB,20240122,244550.2998640889
SNX,20240922,204903.87680164416
NEAR,20240403,96638.92744289934
kSHIB,20231130,875678.5322607165
FXS,20240403,131146.39190427202
SEI,20230923,652991.9407309111
BLZ,20241109,82320.37602604827
ARB,20240212,394885.2498835654
FET,20240713,189587.9710292822
RDNT,20231113,262842.0202975297
W,20240616,113882.61693234973
kPEPE,20240605,344614.8522443161
ACE,20241126,67692.3746569308
JTO,20240824,154225.92369197242
GALA,20240819,157052.47485119008
OGN,20240624,102678.82600719454
DYM,20240808,96258.38194355111
CAKE,20240613,194317.5674392656
ATOM,20241111,97084.36294904063
SOL,20240621,1243534.4929562707
ALT,20240724,136869.68903341453
SUI,20240621,109034.51943662835
DYDX,20240427,186574.36986816904
LINK,20241125,320822.2363372287
BTC,20230929,3203088.683806161
AI,20241204,60652.58635545155
OP,20231122,889331.7036134637
APE,20240327,143816.33830340733
BTC,20230912,3185970.4891371815
UNI,20241122,131526.33897367129
MATIC,20230525,286445.1526313929
BANANA,20240105,25583.586449678194
FET,20240108,398431.91090884275
TURBO,20240813,147601.3047580786
LTC,20240602,274982.8461085171
TON,20241004,117643.53644881488
LINK,20230814,500903.7929683272
CANTO,20231029,78703.92562372342
RLB,20240426,38286.41234644992
ADA,20240917,193363.1328394021
BIGTIME,20240310,112021.37927811449
ALT,20241009,168108.14080141918
RDNT,20231210,323355.86142086657
CFX,20230706,114281.75301223033
FET,20241118,243787.53621309693
LDO,20240619,246766.1535630212
REZ,20241017,258611.22172833566
ARB,20231130,896010.2284081706
BANANA,20241028,63148.33914686419
ILV,20241204,66217.48444102732
PYTH,20240603,133851.18568730378
SUPER,20240203,169311.18867574187
ETH,20231225,2519948.4024787815
JUP,20240622,127107.86146768703
SNX,20241120,159092.45700289612
SUI,20230729,483553.2049794109
ETH,20231112,2298523.2358907955
JTO,20241125,117718.00971705551
kPEPE,20240603,317047.05168416403
PENDLE,20240918,108266.56184453385
AR,20240229,268584.39133150916
ZK,20241120,64746.6681594662
SNX,20240618,171947.65737827658
ATOM,20240606,182896.05027471285
ETC,20240606,187775.10613973517
RSR,20240309,135160.79182902267
PEOPLE,20240310,294083.22445245855
PEOPLE,20240613,198315.32363296812
REQ,20240618,21424.023449329452
MATIC,20240808,204871.4708168087
kSHIB,20230913,654183.5729758309
RUNE,20231109,269323.1625548968
PYTH,20240605,147176.4859367738
APE,20240627,103121.84096989396
UNIBOT,20231212,24901.696363676267
MAV,20240208,134745.16049427382
MINA,20241003,145038.68882108945
PYTH,20240223,135946.65661810045
CAKE,20240909,111167.33167587344
BLUR,20231026,243074.72391727765
ZEN,20240613,95094.33149790832
AI,20240922,95246.11707046698
SOL,20241104,1408159.408144771
kPEPE,20241129,616017.7843594574
SOL,20240601,975587.0759594395
OP,20230814,504602.454394759
SEI,20240829,159751.68136844126
DOT,20240411,263206.7566922283
ARK,20240813,54452.177507610824
RUNE,20240226,98154.47995601669
STRAX,20240415,0.0
TON,20231123,449429.63065910485
PIXEL,20240602,206759.80864651428
ZRO,20231208,24933.67066932664
BNB,20240420,196321.99025358306
WIF,20240228,149441.05149980827
LOOM,20240620,104813.85466954345
BNB,20231206,1423078.2611685253
DYDX,20240429,179813.94053313066
CANTO,20240820,0.0
APT,20230923,653924.02873488
DYDX,20241207,185997.39826559805
AVAX,20230903,813096.4322003028
HMSTR,20241105,230491.1428579664
FTT,20231110,99614.4812801662
FET,20241005,257586.6667249554
BRETT,20241203,54991.09777726315
SOL,20240802,872928.542269454
MEME,20240807,124316.86202164942
TIA,20240718,96155.48605727647
COMP,20240828,152092.1809507898
STRK,20240609,209388.97514834354
LDO,20230516,41741.840804959465
SUI,20240623,96630.09840100657
ETC,20240731,144225.5240819123
DYDX,20240208,423158.97964544705
HBAR,20240610,142285.50663769848
ALT,20240625,161709.05631554232
SUI,20230723,187012.27877057536
WLD,20240421,142309.5829215326
XAI,20241031,182813.44493419322
ETC,20240908,162606.61486938997
XAI,20240322,313695.50933623227
STX,20231215,393419.28598724696
ALT,20240612,159245.05870753623
ZRO,20241102,116751.53714847333
OMNI,20240609,239391.6146136261
AR,20241130,64456.01951640695
TNSR,20240916,126071.02762843027
BADGER,20240821,64087.770092452636
XRP,20240606,390215.7818616036
OGN,20240926,63701.53605851179
MATIC,20240624,266217.75655480794
REQ,20240207,13458.897958793248
FTM,20240615,283089.5094899179
SNX,20230728,175942.43274607457
ONDO,20240927,106723.60030393003
PANDORA,20240613,54583.45054888406
BNT,20240831,47550.074509964055
CAKE,20240604,139856.15169882396
SEI,20241119,150847.719425121
ZK,20240715,92942.2112473986
RSR,20240425,137848.3529908496
NTRN,20241008,116352.39980868253
NEO,20240624,160509.95220822276
BIGTIME,20241102,107170.74328259197
PYTH,20240912,116573.95818342367
ENA,20240630,171432.07217638002
GMX,20240701,107501.55273446366
LISTA,20240702,452573.33588276076
POLYX,20240710,77097.11873932873
OP,20240701,262776.7219679504
USTC,20240701,180682.67918704395
DYDX,20240629,227778.83221271395
ETH,20240708,1191472.9472504193
LOOM,20240629,109300.49699786911
DYDX,20240709,223514.92207060033
REQ,20240706,19337.511049222056
W,20240708,77096.87920679066
GMT,20240708,186232.62117528258
ORDI,20240703,125825.11887802975
STX,20240630,121893.70100974954
ZEN,20240708,60760.70906561902
ORDI,20240708,163752.54530525563
PEOPLE,20240703,127005.4021453311
AI,20240706,110429.49780560783
FRIEND,20240704,0.0
RDNT,20240701,179218.08439578762
NEO,20240706,118660.43420046824
AAVE,20240630,194855.86202523342
KAS,20240701,136826.3085070625
RDNT,20240705,109346.13284634188
MYRO,20240703,93094.43774011127
LINK,20240701,397528.61329653935
OP,20240705,295884.45455893903
ARB,20240630,175906.33090986902
MATIC,20240706,263643.42849751655
kFLOKI,20240704,145478.60337398745
ZETA,20240629,126968.30861261129
kLUNC,20240705,179681.58662888088
TIA,20240705,130448.4963732082
FTM,20240701,235644.43444400255
TAO,20240704,62073.68902861907
BSV,20240705,54312.86467471424
BADGER,20240710,110786.95107399485
WIF,20240705,116637.84670246826
WLD,20240702,201241.31869526827
PYTH,20240629,121192.27858552396
TRB,20240705,80471.43826958389
kLUNC,20240701,228008.0084909853
WIF,20240701,134735.04460136185
HBAR,20240707,95818.11946099764
MINA,20240630,126096.06743752268
RSR,20240706,135390.68633603485
DOGE,20240704,387424.55672098964
ADA,20240630,252705.8719778876
KAS,20240705,105652.32037308662
GMX,20240710,80635.97084084795
kPEPE,20240709,288124.57645198086
UMA,20240702,214743.42656850096
LINK,20240710,334135.3051568121
ADA,20240707,258089.98067260298
MANTA,20240710,132284.93257330047
FXS,20240706,81320.9813167375
PEOPLE,20240708,124720.88972916853
LISTA,20240709,266831.4668663266
UNI,20240711,135760.2120228783
FET,20240629,185885.88426415858
BADGER,20240701,115573.03948916818
FTM,20240705,166547.16624151374
ALT,20240704,132962.8910192699
ARB,20240707,149079.95653412415
YGG,20240628,125135.54427797558
CFX,20240701,133652.30254688414
POLYX,20240705,70843.21649239793
SEI,20240706,148484.64775749302
JTO,20240701,198873.51751829538
SUPER,20240703,108508.65115594004
ETH,20240703,1641104.1105374827
DOT,20240706,265012.3379810004
INJ,20240707,194547.14170835196
OX,20240706,0.0
ZK,20240706,126686.81874808721
DYM,20240706,109771.91136570866
MAV,20240711,111758.70901447911
MYRO,20240708,64646.284541890804
BSV,20240710,62953.11377561051
MERL,20240630,276989.0630005438
BLAST,20240710,148362.81910497547
BNT,20240710,57908.15537059797
CANTO,20240708,15939.475486086134
BNT,20240701,77326.40422018313
BLUR,20240704,174531.81748976695
CAKE,20240703,165309.69734854903
ZRO,20240708,201279.3289684642
ETHFI,20240630,131322.92398162192
MNT,20240707,217567.631185579
CANTO,20240703,18292.863436412546
ZRO,20240703,220367.12898911236
STX,20240707,105411.67232980263
OMNI,20240704,156666.02951856848
NTRN,20240630,113539.95870338536
PIXEL,20240704,138480.8135869579
MAVIA,20240709,101685.87805401073
PANDORA,20240703,0.0
UMA,20240711,196447.71344742685
SHIA,20240706,0.0
WIF,20240710,143120.20079355824
TRB,20240701,105824.22952369203
kBONK,20240705,155705.80715780234
BIGTIME,20240703,141414.76374377738
UMA,20240709,194786.1407952253
SAGA,20240706,140587.26228135746
ZETA,20240702,115814.76570671628
ETHFI,20240707,79849.872133846
MAV,20240702,130633.7545889248
BSV,20240701,68194.70002669506
BNB,20240703,472605.2354464547
MAVIA,20240629,121838.91520042662
kSHIB,20240707,284544.9876711388
MNT,20240630,262675.43497513095
POLYX,20240701,91552.39630495459
W,20240703,98404.25613472705
AAVE,20240707,120591.48845960243
SUPER,20240708,90194.10301276084
GMT,20240703,241696.52972621738
AR,20240703,80491.58983828186
LOOM,20240702,119578.53442357296
WLD,20240709,190709.1258967117
JTO,20240710,152832.23376606207
MANTA,20240701,194475.7519999455
PANDORA,20240708,0.0
SUSHI,20240701,124428.25913592211
ACE,20240630,122058.21207532201
TRB,20240710,78421.27387285345
UNI,20240709,120166.38110137098
FTM,20240710,177089.45482226092
NOT,20240704,117697.8701245771
SNX,20240706,178987.86839858638
MINA,20240707,130104.59824976044
AVAX,20240708,254391.75144281753
kBONK,20240701,226421.84485356553
ZEN,20240703,84169.37428898178
BNT,20240705,59385.23930906098
BIGTIME,20240708,99518.9913317723
TON,20240703,109105.50158508918
GAS,20240704,98455.6715647991
XAI,20240701,241563.49917853097
LINK,20240705,306349.39350790204
WLD,20240711,171007.3156139522
NFTI,20240706,0.0
PYTH,20240709,103717.19514034616
STRK,20240704,82863.6095466362
CFX,20240710,131076.40788529537
LISTA,20240815,326847.2585722252
BTC,20231008,1982025.618266
BADGER,20231122,264100.1436380816
SOL,20231019,2263538.2084908145
BRETT,20240704,207346.8558216163
MKR,20240614,224595.75252259133
AI,20240829,83073.35227551065
COMP,20240823,149991.2433172396
WLD,20240620,214137.54704730966
GMX,20231129,432920.40795033314
TIA,20240710,126522.05881463004
RDNT,20240814,131113.95258818488
MINA,20240102,327907.2651317528
LINK,20240904,321940.86676633905
WLD,20240611,184275.8986201143
ZK,20240803,109178.8032532855
MYRO,20240617,104157.09378858829
FRIEND,20231110,47297.78761060067
MEME,20240614,137137.31314383278
SUSHI,20240705,117505.00092608963
KAS,20240710,98439.24762672788
CANTO,20240206,33294.50946026431
NOT,20241127,104755.21757920505
PEOPLE,20240417,191224.04948703654
ENS,20240115,310174.0597644085
USTC,20240710,160449.82012153807
ARK,20241111,26728.49963628707
kFLOKI,20240625,160311.8493819297
APE,20230508,43872.27577949014
UMA,20240429,194774.28064560695
JTO,20240228,195948.44713093576
GAS,20240626,116999.18724183559
BCH,20240704,257040.1741530446
DOT,20231011,640695.4745711313
kPEPE,20230610,377101.5077673915
ENS,20240425,105547.49095114
DOGE,20230505,44195.68240610068
STX,20230613,267239.7381505438
kSHIB,20241022,241963.96621157008
ETH,20241107,2203717.1612690818
TON,20240708,104765.93378623438
PYTH,20240702,119958.24396745893
STX,20240114,236807.39397134242
STRAX,20240618,0.0
BLAST,20240701,152921.00752465124
WLD,20240603,150548.09180449625
ADA,20241116,174268.87799567945
CANTO,20231224,66273.19895345737
YGG,20240908,133161.4166528841
MAV,20240629,127550.1777888488
AR,20240708,74737.47900076266
POLYX,20240304,88056.24358739954
STRAX,20231102,275687.33086650434
FTT,20241009,20280.52442985211
FTM,20230706,102114.28765787595
LDO,20240601,229843.53940326712
FIL,20240601,228875.37230402237
AAVE,20230901,601088.7339319962
NOT,20240828,148933.41875579202
BIGTIME,20240929,98687.42015616658
FXS,20231013,127266.5079873951
TURBO,20240916,153245.4328768769
MERL,20241029,116925.93705416496
TAO,20241202,122207.94351899074
OP,20240710,270011.4654642056
USTC,20240705,140573.61791346446
LOOM,20240815,69505.42049973462
ACE,20240707,93267.01129141118
RLB,20240105,48433.158538544056
STRAX,20240422,0.0
PYTH,20241124,87865.62923151549
SUI,20230929,633937.9809466962
SNX,20230923,194499.27849732
GMT,20240728,189174.55556508168
LINK,20240228,285489.97497831116
BTC,20240928,2707656.4922524425
SUPER,20231208,288399.7275126809
IMX,20240606,185875.01043707153
REZ,20240807,194302.0978463556
MAV,20240815,92902.99935169348
BNT,20240824,44702.963145243324
DYDX,20231213,570278.1387498616
RDNT,20240831,139610.52216527343
ETC,20240628,209651.7990581091
LOOM,20240711,95467.27545964254
PURR,20241210,72824.87628334294
FET,20231231,407327.8207740058
kFLOKI,20240825,96870.21094561397
MATIC,20240315,521650.501351208
RNDR,20230705,51219.56170763978
UMA,20241103,207867.13352278114
GMT,20231208,1002412.965678732
REZ,20240928,232130.86008566397
POL,20240924,513922.7832684617
DYDX,20230523,133188.9750036168
UNI,20240421,114656.37978760518
SUPER,20240617,106643.51880726758
TAO,20240609,74267.38412893211
GMX,20230629,54688.77953009612
USTC,20240824,148569.83616045743
kLUNC,20240331,316205.6851066601
DOGE,20240609,389920.1178483077
kSHIB,20240401,225853.54432100474
TRX,20231119,886396.2607587179
FRIEND,20240612,0.0
ETH,20240930,4277587.61915544
ZRO,20240617,35561.491986691166
MKR,20230912,650364.0367228906
ADA,20241115,153074.51177752242
TNSR,20240727,89912.04332331847
kFLOKI,20240609,178412.03659153957
STX,20240730,88290.38835667123
INJ,20241021,224579.05931065817
MNT,20240917,224137.7049081498
APT,20240624,144630.79599127185
PIXEL,20240609,254797.93653429585
ARB,20230529,376216.18053154007
NEO,20240309,209456.39442079965
REQ,20241120,16964.63490478021
BTC,20240601,923374.1607258627
ZETA,20240709,93155.63320084538
BTC,20230902,2012129.105207149
MYRO,20241002,66034.3338732217
RDNT,20240213,189548.11058563332
GALA,20240104,837209.5940144024
XAI,20240705,185486.87304379852
APT,20240411,339467.98154194
REQ,20240926,19294.43976412315
INJ,20230702,125592.81904113494
FET,20240620,180077.9428268248
SNX,20240115,275560.94091646903
ARK,20241105,44643.401194336126
SHIA,20240720,0.0
REQ,20240112,195048.8176757067
UNI,20230925,658156.7610926349
JUP,20240621,126088.75365547865
BTC,20240623,1084914.2200815366
kPEPE,20240713,331156.49174906017
TRX,20240712,148929.3865892281
EIGEN,20240712,45192.2162462262
MEME,20240712,121387.91392933762
ORBS,20240712,101276.19558199504
MKR,20240712,209840.7717949148
JUP,20240712,122776.93352959122
LDO,20240712,182698.55357730002
FIL,20240712,219935.9986299068
CYBER,20240712,84136.17006819365
BTC,20240712,970764.7110132686
BLZ,20240712,54186.55783401387
APE,20240712,88407.75727122901
SOL,20240712,1019355.2081422245
MAVIA,20240711,67851.45635489326
PYTH,20240711,99114.80972179175
ZETA,20240711,98674.65413898231
kPEPE,20240711,338873.7415421231
DYDX,20240711,212540.2059481455
AR,20240316,163914.10978485428
SCR,20241129,79369.9279139653
ETH,20231208,3037407.4751260043
PEOPLE,20240924,85932.61450045138
BADGER,20240831,98349.75181358587
INJ,20241008,206372.48897817577
OGN,20231104,193968.26703602102
COMP,20240323,171074.41106152412
RUNE,20230916,664414.8800481769
MAV,20240313,91594.88452183889
DOT,20240111,550355.1345240358
YGG,20231209,473065.12494555314
SNX,20240501,172553.67908051106
CANTO,20240909,0.0
POPCAT,20241117,138452.2990035318
ACE,20240122,108628.52859268273
TON,20240205,154581.73400080434
PANDORA,20240221,45711.29345827382
SUI,20240906,80038.21698778422
CFX,20240904,140740.82962049966
ORBS,20231022,170090.10218210504
BTC,20241020,3343713.4541393286
FET,20240801,155419.4951635721
NFTI,20241120,0.0
PENDLE,20240910,155568.2524095
BIGTIME,20241123,121891.17117872227
LDO,20230811,492201.4111064275
ARK,20231205,294914.2423778527
BLZ,20241013,87879.264141489
MATIC,20240803,184465.07679892046
RSR,20241120,98834.85742438385
SNX,20240411,175117.81673967565
PEOPLE,20240805,94769.69504774653
TURBO,20240918,141363.9048060011
IMX,20240813,186549.31940085036
HBAR,20241116,77753.9410047726
TRX,20230820,490078.21010067855
STX,20240227,140643.08373078302
LINK,20240328,303171.3837407966
UMA,20240905,183404.31550268218
TRB,20231210,475220.95885444037
GMX,20240408,89178.09304968889
BNT,20241125,27971.521814527572
ENA,20240719,79648.9150304011
GMT,20240205,875012.6773980779
STRAX,20240302,116420.61527210736
ETH,20241002,3066177.4117067996
ALT,20241026,148565.96778870525
TIA,20240809,98478.03900626209
JTO,20240904,153582.3904830657
BOME,20241111,118699.5957161006
DYDX,20240211,251567.78738531834
ORDI,20231112,575156.1151676212
XAI,20240911,265899.229998356
BLZ,20240807,54569.59730871476
ZEN,20231230,247462.3070668478
AR,20241023,131475.08553281397
W,20240321,29925.328178886582
NFTI,20240907,0.0
ARB,20231227,786345.17135979
BLAST,20240822,183517.0427999193
UNI,20240901,189886.87732384444
TIA,20240821,135289.2716837182
CELO,20241027,219523.35923817565
CFX,20230814,439075.9693513485
LINK,20231122,865819.9368399978
NEAR,20241014,201202.1066172511
SUSHI,20241030,98006.595259298
MKR,20230930,669672.5444340535
FRIEND,20240418,23297.178990617544
ADA,20241029,205579.74209796562
ENS,20240314,238878.8427722449
BCH,20241210,396561.16676425905
ETHFI,20241021,104175.40674458457
BLZ,20231119,266038.56198979105
FTM,20241201,254161.91713873867
REQ,20240309,28983.550623868126
MNT,20241113,149254.6412351061
TRB,20240331,130661.42212720694
kBONK,20240814,148433.87677004616
MEME,20231214,386464.67492874933
LINK,20240718,326148.18346361455
HBAR,20241128,88695.00675236179
kNEIRO,20241130,130781.80676187943
MAVIA,20240325,125168.16430720287
MAV,20240410,124581.96837699317
ATOM,20240226,277112.24099200696
LOOM,20241129,54804.65220993657
ZETA,20241103,57202.18224300714
ILV,20241120,62675.37138564743
DOT,20240419,173072.41483691614
DYM,20241018,119127.29402807442
RUNE,20240324,188178.8583839602
DOT,20241204,390010.2697598052
SHIA,20240920,0.0
ATOM,20231003,657197.3135277033
ONDO,20240810,78165.13449779499
ACE,20240224,98489.37397641237
ENS,20240808,117531.98482801074
GAS,20231216,249916.1818059973
LOOM,20240313,110488.91974517328
MNT,20241003,228086.05435049336
RSR,20240411,162581.1339597014
NFTI,20240903,0.0
YGG,20240910,136721.62094275036
APE,20240124,698439.61737596
kSHIB,20230915,652722.1385439353
PYTH,20240421,118900.4497754472
INJ,20240227,264424.8310836176
SHIA,20241120,0.0
GMX,20230706,50717.73539351941
CYBER,20240210,115941.97340954945
MAVIA,20241005,102793.98571535671
GMX,20230815,180118.7057392482
ETH,20230719,418455.1714553039
FTM,20240319,207062.33925943048
XAI,20241108,141064.0070625029
SHIA,20240715,0.0
YGG,20231219,423344.64437476144
STG,20231205,486396.2198393174
TON,20231222,412109.9299253072
ORDI,20240316,300367.9356034092
STG,20231103,327629.0918310255
ATOM,20240428,144073.7703159775
PANDORA,20241123,0.0
kBONK,20231202,394165.4240200167
NTRN,20241116,81158.2471845148
BSV,20241030,69544.31143149451
ORBS,20231028,194236.80868254942
MAVIA,20240208,155091.62872957013
WIF,20240305,67165.96493520279
RSR,20240403,182962.54373413147
UNI,20240713,122637.67491570569
HPOS,20240418,12868.533086534464
DYDX,20240406,270903.80573990237
UNI,20240208,872067.4362548838
LOOM,20240123,130624.87389478572
SHIA,20240907,0.0
DYDX,20240716,223609.56935813493
DYM,20240425,118804.13591582706
WLD,20240223,373194.05229398387
MAV,20240901,85235.40381906193
COMP,20241006,181977.74468909187
SOL,20231022,2259853.4911532095
PENDLE,20231103,194014.24589088472
RNDR,20230922,330045.1892183178
GMT,20240204,860486.1411328599
BLAST,20241031,172423.3519240223
STRK,20240830,121642.00081683799
DYM,20240920,114040.45223241157
INJ,20230613,263807.59058728657
WLD,20240430,188313.22196861453
W,20240303,25098.23621909646
ZEN,20241004,85266.06959515349
NEAR,20240720,81568.73087531426
ORBS,20240807,57871.853054854444
ZEN,20240204,171040.97316589422
BSV,20240331,132690.35308177903
REQ,20231011,102813.16912036993
CRV,20241003,236051.84949047316
FTM,20240809,146734.04103123714
MKR,20231119,917840.2125431907
COMP,20240722,138129.63517513432
BLUR,20240129,359260.2435954332
WLD,20231012,325325.75507113157
ETHFI,20241128,48259.46975333096
POPCAT,20241111,164103.6826512529
ZRO,20240113,32929.92657264058
DOGE,20240418,161805.75100082648
OGN,20240812,60148.27463402993
MNT,20241008,227099.57660452224
PEOPLE,20240221,328307.7520145261
TON,20231029,323049.61588571453
NTRN,20240122,224123.8645678118
MYRO,20240420,118365.40506246958
BOME,20240731,158228.15652197335
PANDORA,20240805,0.0
ZK,20240903,104151.30063404227
ARK,20240731,54646.435737420405
ENS,20240419,116862.22612814272
CANTO,20231120,77676.28772964882
WLD,20240817,229979.3464862663
TON,20231106,422790.0236120884
ONDO,20240222,121067.94084521732
ZETA,20240430,113789.6860726359
SOL,20230623,134487.5856156396
DOGE,20230801,492354.82623155805
NEO,20240315,164125.22857584432
USTC,20240228,116087.46606344577
RDNT,20231020,192184.14240135782
XRP,20230910,1147088.9332531223
ADA,20231116,852781.8759211255
BLAST,20240911,140060.57927560326
BLZ,20240416,82443.5634353629
JTO,20240718,145755.9950849202
SEI,20231011,639327.9369762769
APT,20240314,322702.3203813195
OX,20241204,0.0
SUI,20231018,650000.7116298628
WIF,20240816,139026.8566021844
LINK,20240322,385435.0891754723
ENS,20240907,126567.3181499072
WIF,20240130,151658.99224627984
kPEPE,20240430,196452.305078334
kPEPE,20230919,647981.6983955967
RUNE,20240409,81858.8423025051
NFTI,20231204,99884.04228198182
SNX,20240422,169001.4978058435
MAV,20240326,145422.66307466748
PENDLE,20240729,65559.53809980495
