coin,dt,avg_sell
NTRN,20240916,133830.49464468742
WIF,20240216,138974.62771007154
GMT,20240415,81810.71226911595
APT,20240229,181284.7053327802
ZRO,20241119,113161.9395911056
REQ,20240303,27663.713773823016
MANTA,20240326,290248.0560459479
TAO,20240906,92927.18197634441
ORBS,20231211,278869.28082964954
FET,20231129,437642.3376036239
kPEPE,20230826,492023.2148861654
ORDI,20240109,556799.1560725226
ONDO,20240227,97836.43528703046
UNI,20231122,828829.4535596835
LDO,20230602,395432.0931098501
ORDI,20240903,230317.0639033889
MATIC,20240827,299208.49103821756
SEI,20240805,145153.80679912082
WIF,20241124,196633.74077223198
RENDER,20240827,122670.11446692845
AR,20240803,107951.26028665264
APE,20240423,92235.23448150932
MEW,20241210,113434.61343657038
OP,20240208,395874.4439598077
HBAR,20240428,165519.9848414431
BNT,20240101,170076.82338472336
BLUR,20240503,219535.24296822445
FTM,20240223,142429.748587475
APE,20230809,464252.0975281723
STG,20231221,254438.81756654303
INJ,20231229,715955.1383081092
PYTH,20240911,107931.21148496777
ENS,20240405,187456.07183102277
DOGE,20230810,476319.60834983835
COMP,20240925,173596.80832347472
ARB,20231229,794410.1372427108
MINA,20240426,125017.39872605722
ALT,20240928,179437.9619865619
MAV,20240816,86299.18061771504
ATOM,20230901,609385.3643562514
NTRN,20240819,119230.61892148925
BNT,20231025,190459.95568149645
TON,20240422,103717.08267102981
AAVE,20240104,827153.2792792433
SNX,20230731,178843.2098519717
BCH,20241109,227150.4640752586
TON,20231102,319377.5988338991
AVAX,20230619,67408.48443748715
INJ,20240324,379219.1154777708
KAS,20240912,111620.44682522053
FTM,20240406,176200.39992765695
STRK,20240503,145602.5897637623
SNX,20240206,326140.55213675584
kBONK,20240406,164544.52785000528
ETC,20240915,154454.03131972448
OX,20231207,37055.49958129616
ADA,20240908,213769.5600361289
PYTH,20240322,175287.66057272733
GALA,20240917,148798.95424870166
MAVIA,20240809,73091.44478320976
BLZ,20240823,74217.95666980601
ADA,20241028,191957.79194030823
BLUR,20240124,334926.9577228591
JTO,20240128,346226.45020780823
TAO,20241024,117949.02166945355
BADGER,20241207,52503.64962066871
KAS,20240320,195221.51452096456
BCH,20241017,342299.82887050713
ZETA,20240904,74491.81702380466
MATIC,20230817,463035.47850872314
SUI,20231216,829173.9936461555
AR,20240403,198291.38284944982
CYBER,20240129,137298.11996375778
BANANA,20240719,13293.845505484078
APE,20241006,78965.59353304592
XAI,20240716,211301.91840231523
BTC,20231105,2211821.9744442697
TURBO,20241029,108556.61587564755
LINK,20240326,250511.9529319649
ARB,20230528,317319.21443133097
LINK,20240424,235282.15290554607
RUNE,20241110,84774.01146884295
PIXEL,20240914,163539.0726297938
WLD,20240304,430677.4541934663
BADGER,20240326,126075.80572163899
kLUNC,20240901,168255.80482608645
CAKE,20240812,133896.67322443126
RNDR,20240220,116535.94949372762
MYRO,20240425,118051.33554486894
STG,20231116,419592.05816356366
ILV,20241023,73848.60208589418
APE,20230505,46253.284318193706
LTC,20240811,228634.81598218012
LINK,20240108,782027.8046727646
CFX,20241005,172544.23543608814
BADGER,20240410,103707.91670501202
FXS,20240420,83860.51306838484
DOGE,20230930,645464.5174374596
FTT,20240127,91025.32041225216
NEAR,20240310,191439.8800126533
SHIA,20231207,11579.806044083556
RLB,20241022,11292.346101001556
HPOS,20240124,26464.593949620892
YGG,20240114,178393.09833120782
POLYX,20240313,112957.84194993346
AVAX,20240217,471491.6901041074
W,20240922,81270.03385790365
CANTO,20240422,28222.7287311322
BANANA,20240227,16377.722673754248
TRB,20231231,219742.6065874578
USTC,20241207,65002.49296960682
LDO,20240830,277202.3632715728
AVAX,20231201,856732.6004177924
SHIA,20240827,0.0
NEIROETH,20241210,58115.383224992634
CRV,20240104,772128.3493320383
TRB,20240905,89097.19910783121
DYDX,20241209,206033.84072936577
MINA,20241105,157050.40823407465
FTT,20231015,186199.63406530983
DOT,20240221,295119.1236464115
ORDI,20240419,154801.4671172905
APT,20240303,367805.07993627875
UNIBOT,20240214,13867.952058417239
ZK,20240930,113888.63685129375
RUNE,20230913,545500.3797682492
COMP,20231019,648150.906881327
JTO,20240320,260146.22318635372
ILV,20240827,78649.47531804637
APT,20231106,807522.7104856035
NTRN,20241011,131269.64634101684
BLUR,20231220,565420.2532011734
FXS,20240321,85937.3095432502
HMSTR,20241126,118292.27923971161
MINA,20241028,140814.16930901838
GMX,20230605,298212.2388279947
MATIC,20241102,0.0
FXS,20240316,64505.91839694795
MANTA,20241010,144886.94306373378
MKR,20240724,211315.9887921585
NEO,20240728,134865.89995323343
BTC,20230428,39784.9689261137
LDO,20231101,640301.9311537067
FET,20240322,199946.9385448719
YGG,20240102,169845.5513905789
MNT,20240813,219898.57531290085
BSV,20241122,61558.1994346728
PYTH,20241030,105840.14813414894
WIF,20240412,101513.99154207895
STG,20240214,36378.00491449793
ARK,20241029,49422.24835210139
ADA,20231209,831483.2675754065
HPOS,20230820,69622.22073793467
UNI,20240319,323727.8762250349
RSR,20240321,115539.58419581121
MATIC,20230630,101730.99595420781
CRV,20230804,432597.79919679405
SNX,20230531,285353.5515739944
TRX,20241001,175526.73319457975
SUI,20240312,250460.19113501947
DYM,20240321,288350.59866969316
DYM,20240725,91818.44914517728
ARK,20231108,252922.30741883998
BCH,20230822,490779.36530996975
W,20240425,85208.58367898029
kPEPE,20240831,679905.0444845638
OX,20241004,0.0
HPOS,20240127,24473.35877746836
ALT,20240807,105758.95452696996
GAS,20241013,114333.43495955056
CRV,20241011,235030.864132068
WIF,20240101,102381.9088098947
MYRO,20240723,66151.01174372123
UNIBOT,20240114,28461.269141862394
REQ,20231222,278430.9505842274
POLYX,20240430,104971.67657425717
REZ,20240823,184836.42663240113
TNSR,20241126,66563.69422283655
BIGTIME,20241018,93162.25106903793
FXS,20241002,112904.14645638164
ETH,20240215,1708015.0176721064
XRP,20231017,1137579.0729925216
TAO,20241020,123402.49574698758
STX,20231021,298367.41197636304
IMX,20241029,157449.44559843917
AVAX,20230507,38104.20307216032
XRP,20231215,1639653.198386402
MINA,20241111,90043.96683995637
FET,20240816,134969.67632295552
COMP,20240210,161297.59120522297
NEAR,20240725,83891.54971653302
NEAR,20241107,135851.3973895476
OGN,20240924,61211.67454684103
CATI,20241003,160114.82597360102
OMNI,20241024,155555.62251899103
NFTI,20240202,15893.616935152482
kBONK,20240912,198054.95746779162
ALT,20241106,97656.04287609218
BTC,20240423,604443.539732631
LINK,20241129,293856.8974758612
PEOPLE,20240419,206135.54417588172
ZK,20240909,76587.56344871166
GALA,20241114,113145.27971055047
WLD,20240130,632519.2145724238
OP,20230704,70807.32066481846
BRETT,20241104,86778.69602950098
LINK,20240919,236440.27479194
NEAR,20231112,415249.5812467897
HBAR,20240908,119016.73773475378
ARB,20241028,119750.71020515147
NEO,20240413,118860.4623234374
AVAX,20230512,42154.6768732456
BNT,20241129,28075.75940869716
SUPER,20240715,97787.5004259544
BRETT,20240806,88136.27019371824
RNDR,20231117,374893.08584940835
DOGE,20231018,643168.7707293709
NEO,20231120,884394.2158785644
BIGTIME,20240315,129053.10554243927
GRASS,20241202,80252.55110470878
CYBER,20240724,97259.0396527274
WIF,20240905,235168.46134894429
MAV,20240721,125676.73623714899
ORDI,20231204,599857.4211350459
FTM,20231231,839067.1021838281
LOOM,20240911,94318.23197243747
ORDI,20240317,280198.9944601222
ADA,20231124,870042.4229853848
TRX,20240106,837046.317947338
ARK,20231228,257995.68639759315
CAKE,20240109,338350.20684107434
ATOM,20230519,46303.903816631624
LOOM,20240726,96747.08294251657
BTC,20230821,1340999.8457438436
W,20240422,72105.28498297777
OX,20240131,13251.107264188753
YGG,20241114,90504.53262067266
BNT,20240421,98093.5092440199
UNIBOT,20241110,0.0
BSV,20240912,74073.81699915002
ILV,20240909,53107.81704985017
JUP,20240121,37794.90527132515
ILV,20231123,170636.761653226
LOOM,20240814,54691.98465272702
BRETT,20240906,87696.80966693533
ETH,20240501,989215.3031391266
BNT,20240716,80606.38827430397
kPEPE,20240213,595528.273366696
APT,20240221,295985.4060294305
INJ,20241011,238561.56941248782
MEW,20240828,178662.22017577142
TAO,20240914,122007.41163329361
TAO,20240311,179787.83355500147
BTC,20240129,1223945.9654197937
OP,20231226,803599.179370041
SOL,20241210,1844545.6581487441
TRB,20240901,85453.91659258533
MATIC,20241107,0.0
BANANA,20240730,27604.072501503528
TON,20240217,366287.30151035805
IMX,20231117,864957.1072835241
PANDORA,20241120,0.0
SAGA,20241019,83667.33436576306
ARB,20240324,482321.4161157531
GMX,20240430,88589.15743118539
MKR,20241127,141537.29459145456
SOL,20240329,820720.5759325969
XAI,20241005,265340.5124655529
FTM,20241208,331782.6288087832
STRK,20240416,129548.9739490179
UNI,20240822,116230.27573839389
KAS,20241207,87657.07945577391
kFLOKI,20240811,111121.91371503763
AVAX,20241016,332237.1167864691
SHIA,20240508,10877.501063985532
SNX,20240521,205003.5482435549
ORDI,20240505,204284.26107115956
LDO,20240512,268356.28699475137
ALT,20240531,163926.90086132282
SUI,20240512,244364.2484325377
UNI,20240511,159859.92628898247
PYTH,20240524,147240.77866118553
ZEN,20240525,103730.93971602041
ZETA,20240524,146306.1619152489
FRIEND,20240507,0.0
W,20240506,130820.16569823299
PIXEL,20240507,265074.7070330758
UMA,20240523,153134.77913983923
MERL,20240504,221963.82104732818
OX,20240530,15671.540145967483
GAS,20240531,106167.27554781617
DYM,20240530,198113.05274909892
WIF,20240510,130214.85134027069
MAV,20240511,97733.57141976993
DYM,20240514,235578.06078949917
SUSHI,20240510,231112.51051592996
SOL,20240516,809386.2309378372
STRK,20240528,181652.30533501573
ILV,20240514,97930.39390895066
ADA,20240526,268407.2749646058
COMP,20240517,158069.88288905704
SNX,20240514,218590.40059568174
POLYX,20240510,112330.1182834199
TAO,20240520,80230.68654876894
ALT,20240528,159519.28624879298
CANTO,20240515,28127.606190339025
kLUNC,20240519,231746.73610685588
JTO,20240519,231725.6100862327
PIXEL,20240520,216061.62174774177
ZRO,20240515,24563.139522428362
GMT,20240515,289122.688086577
MINA,20240529,137747.8014650347
SAGA,20240508,173401.1702720682
ENS,20240521,126331.17252821583
MNT,20240504,553151.9896622833
SEI,20240521,219225.79587784104
SEI,20240522,195235.87694849004
DOGE,20240520,313908.2195746754
GMX,20240510,101425.54197125416
kFLOKI,20240509,129636.76627446586
NFTI,20240521,12857.084590083654
OGN,20240530,141136.80671661047
NFTI,20240522,13069.991570806793
MAVIA,20240511,90405.08415246861
BIGTIME,20240525,144430.9257439382
MERL,20240529,249026.96424368586
ILV,20240530,102746.43750300905
HPOS,20240531,16104.76376426654
HPOS,20240509,14438.125538051334
FTT,20240531,26677.073911204916
FTT,20240520,26654.284098838707
FXS,20240521,79593.75511343902
WLD,20240511,146047.16838188027
FTT,20240509,22549.423676972507
STRK,20240531,184602.58582200902
FIL,20240512,237439.89165274354
LTC,20240528,353642.3742112429
BIGTIME,20240505,189588.82783497986
SAGA,20240514,169747.05238398345
BSV,20240519,89703.882003667
ALT,20240507,132902.70080544014
kFLOKI,20240507,129313.78795198571
PIXEL,20240518,209003.8902479455
TON,20240515,142504.57523295007
AI,20240521,389376.3563635083
USTC,20240519,179895.8444296343
HBAR,20240504,136857.3380672133
STRAX,20240513,0.0
DYDX,20240511,216588.51742673383
OGN,20240522,150582.61881309043
OGN,20240513,139488.5271249913
BLUR,20240518,211216.3546723656
SNX,20240530,189091.6455878761
TON,20240525,124777.11182401887
NEAR,20240530,85507.84640452973
MATIC,20240530,449862.26574558293
COMP,20240527,159601.28441398218
SNX,20240508,191330.92221680153
SHIA,20240514,8313.553045173094
LTC,20240520,370626.14874860924
GAS,20240527,110625.76772659198
ZRO,20240505,24074.911864177204
OMNI,20240509,289400.8071423194
MINA,20240526,134787.53154883382
GMT,20240525,345652.2621409404
SHIA,20240530,9923.017194896624
OP,20240510,355697.90907221223
kFLOKI,20240528,186881.19363078626
ALT,20240518,183067.46780345758
LTC,20240509,242274.9266767497
DYDX,20240523,239796.28396356173
BCH,20240520,329591.7319268372
TIA,20240519,226368.88449165755
DOGE,20240531,334204.06473212666
TAO,20240528,74566.77925623229
TON,20240505,121651.20835330534
kFLOKI,20240520,115554.05889496837
STRK,20240527,172352.0710173069
GAS,20240520,118776.11685117245
kFLOKI,20240518,117634.93088548491
OX,20240513,8574.332446374316
MATIC,20240514,313543.75811844633
CAKE,20240505,147801.76413940932
RSR,20240522,146090.2757648816
ORDI,20240525,269635.8744356178
UMA,20240524,150646.65273471654
NFTI,20240514,12796.677581021237
SNX,20240513,200837.61946418267
RDNT,20240519,159263.91355307642
RSR,20240521,148599.84418070296
ENS,20240513,171391.18718728056
WIF,20240502,100764.25549963515
STRK,20240519,173535.97549407568
ONDO,20240506,126891.87366874966
MINA,20240508,145101.14512906206
LINK,20240509,341180.9511227046
BNT,20240531,99497.26861167284
COMP,20240510,177718.97559681258
WLD,20240512,166263.8885528682
SAGA,20240504,177594.1328654052
ACE,20240521,124426.52285389864
CRV,20240521,295462.39480292104
CFX,20240507,131343.04832875115
REZ,20240511,302747.3034859368
POPCAT,20240525,85019.12169725717
ENS,20240504,160335.55679896602
DYM,20240526,210717.15097891583
USTC,20240531,147880.06692897546
SOL,20240523,750681.4404124274
BADGER,20240517,111801.91655405312
MNT,20240522,537580.768837605
BLZ,20240523,106742.4246648253
ETC,20240506,217867.08286831604
INJ,20240514,325380.2866390565
DOT,20240504,274303.11207268434
RDNT,20240517,163950.1815794754
JTO,20240518,252736.75493628444
EIGEN,20240523,88407.59017991883
HBAR,20240530,154049.35725264988
BNT,20240518,112143.46339910213
ATOM,20240506,138869.83630556375
OP,20240509,343719.5476888416
BLUR,20240519,221066.78056002548
PENDLE,20240506,117773.84745511753
SHIA,20240504,9859.174234690357
ETHFI,20240513,98752.4671712036
BOME,20240525,248541.61725201778
TRB,20240507,183420.65511963685
ORBS,20240523,108311.83193233442
BCH,20240510,261209.75355067814
COMP,20240502,147041.13802678336
MKR,20240524,270711.0655043857
FTT,20240510,23828.008305331365
MINA,20240530,146096.71358523797
MNT,20240513,366506.47937641834
NTRN,20240522,133691.65388714793
BTC,20240523,836053.6284418523
BSV,20240507,81134.39214160698
OP,20240528,370271.34041801724
MNT,20240530,332789.3989427508
STX,20240513,136242.6570930137
DYM,20240529,186210.84175547044
FTM,20240520,216694.2612521479
IMX,20240501,197451.69385794143
FTM,20240528,226872.44801154197
TIA,20240520,238219.84528599086
STG,20240515,135844.21132887804
LINK,20240527,366409.63635024073
XAI,20240527,202462.6210646115
IMX,20240506,198838.6193912968
YGG,20240515,122330.90546599614
MEME,20240511,147714.53106593512
STX,20240530,211559.24643085562
JTO,20240509,194992.05444142
EIGEN,20240524,61019.734011770226
kSHIB,20240508,211320.05926895762
MANTA,20240507,252429.66955914287
OMNI,20240502,303918.4446477659
UNIBOT,20240525,14378.033267524523
TRB,20240517,193135.83307633636
TIA,20240527,252662.6582362518
SUSHI,20240507,250868.48333754324
NTRN,20240521,144528.5922962362
CYBER,20240524,112651.45642093888
WIF,20240507,105635.54895192299
BNT,20240527,105715.19295081115
LINK,20240517,322932.6460291481
BADGER,20240527,98719.51405967791
MANTA,20240528,266590.58720871416
NTRN,20240530,162587.5865589768
KAS,20240531,130700.14149349852
NFTI,20240529,13666.93044498092
USTC,20240509,174371.32126843143
LINK,20240503,325558.7610557025
WIF,20240527,131583.56312654886
RUNE,20240505,98074.64860955536
ONDO,20240505,116343.93550823384
JTO,20240503,177958.1095186827
ALT,20240510,130428.96703135867
SHIA,20240526,10319.199253105702
LOOM,20240516,101143.78980529022
XAI,20240507,197694.8307178664
IMX,20240505,201504.8079550521
AAVE,20240522,139455.18497184073
UNI,20240512,179452.59604058578
DOT,20240529,300609.47167935496
RLB,20240525,13215.875960352707
INJ,20240530,251737.39485395394
BOME,20240515,263795.1609556003
FTT,20240519,26796.294376676477
OP,20240518,350168.5019847643
UNI,20231101,616830.2026253251
LINK,20240311,372374.448240534
APT,20240104,772114.9446736114
FET,20240921,285478.6524966129
BNB,20231227,1556852.547099664
FTM,20231004,660145.3530208612
ZRO,20240122,43806.05421054854
ATOM,20230507,39030.72371894315
ONDO,20240922,116386.1168989758
ARB,20231023,585863.1578615741
TON,20231130,447016.40288694773
ZETA,20240823,59885.47004587627
ATOM,20231102,624248.1069860267
RLB,20240415,14036.301274666028
MEME,20240911,148729.38578567695
TRB,20240327,127543.40671797063
FXS,20240104,163157.4766431362
ENS,20240908,134188.41123828696
LOOM,20241202,54181.937384490884
SUI,20241209,177723.98891520174
APT,20231118,892731.8238316992
UMA,20240312,179160.19628327302
CRV,20230817,428025.41348591546
kSHIB,20240929,233205.30503580938
OP,20241101,305908.99082295405
FRIEND,20240406,12175.987871969686
USTC,20231220,416907.03830499254
UNI,20240219,276756.2066247998
ZRO,20231117,30250.381665515273
RENDER,20241105,199610.81612999353
TRB,20231121,400893.71437885414
MANTA,20240906,180127.7969023253
BRETT,20241124,62695.7408400466
RLB,20240808,10604.762392053788
UMA,20240121,167426.69206101395
BRETT,20240713,205703.31601968943
NEO,20241121,94664.90796561369
ONDO,20241018,94504.76407147474
kFLOKI,20241005,120395.05427058558
ORBS,20231202,264883.81994568376
MATIC,20240324,408858.24725920265
BCH,20240320,497933.35303790995
UMA,20240921,208512.78345221974
ETH,20230824,1360040.7836752585
ADA,20241019,207515.99419216398
RNDR,20240829,0.0
BLUR,20240208,345628.6747408108
BCH,20240410,276785.8079819664
ARK,20240411,110281.29099731754
LDO,20240328,236459.8110544909
MAV,20240225,56192.00178448765
CFX,20240802,101965.95995612364
FIL,20240809,210666.20589429178
WLD,20241006,304987.4588226
DOT,20240104,685986.0711465752
BNB,20230911,1148289.4448576672
INJ,20231225,776917.7337734096
CAKE,20241205,70821.48124304603
BADGER,20240210,105778.9827915559
POL,20241110,164709.27699188716
kLUNC,20241024,242985.81060550903
NTRN,20240203,426010.0291250997
ACE,20240924,134001.50621813335
INJ,20240310,268761.4720483564
MNT,20240417,272308.1327340914
MATIC,20240916,0.0
DOT,20240910,163348.03603004842
CFX,20231022,640880.5756267728
WIF,20240818,138637.1037944396
ALT,20240430,153548.6739743735
FTM,20230810,483215.59212339093
DYDX,20230714,66781.83100995293
BOME,20241016,218075.3119084653
STX,20240202,243430.13776411375
WLD,20230809,491084.1569089321
APE,20240213,206256.06452065866
BIGTIME,20240209,224585.53307824238
REZ,20240821,212241.67307145701
UNI,20231211,935157.6817628761
BANANA,20241119,53112.87336820769
MERL,20240805,191487.27190921793
ALT,20240313,148912.9188951664
POLYX,20241024,99878.63866461825
ORDI,20240730,154492.61509117644
GAS,20240406,96385.60917220646
HPOS,20231213,25412.309972905703
WIF,20240906,228203.82960167975
SAGA,20240908,122772.74197863216
PEOPLE,20240214,123118.25200512026
HPOS,20240108,24151.187820013656
AVAX,20230620,118390.51711089574
STRK,20240313,187164.4617892048
BLUR,20240801,197362.17761552276
kSHIB,20240930,256878.31526283862
LOOM,20231101,188599.40139416026
IMX,20240803,157125.91723399787
UNI,20240121,654684.2255699772
BSV,20241007,75144.68565797301
APT,20240226,302070.6895511397
RSR,20240103,161426.26167661877
CYBER,20241030,92130.28202476284
BSV,20231220,168256.30251972523
LTC,20230828,498221.38762814953
STRK,20241010,78644.83781235963
RLB,20241014,11506.85405116489
ILV,20240731,78407.02330195047
SHIA,20240428,12144.234926835494
RSR,20241111,102379.28653483528
FTM,20240127,505357.72629691294
SNX,20241111,167053.12637382638
kLUNC,20240404,299353.9919477263
MEME,20240904,146200.18561609433
RUNE,20240419,64359.34112584713
BANANA,20240309,14334.869065964982
MATIC,20230916,662000.7089056278
GMX,20230810,188805.71298552508
ALT,20240125,224139.48350129728
POLYX,20240923,86925.16579043235
ZRO,20240218,15338.161197167718
ZK,20240810,110089.29222650737
SEI,20230922,654326.9138622495
ACE,20241107,100453.56350934632
REZ,20241031,166706.38519218122
REQ,20241121,23481.172669226857
ETH,20231017,2489164.919306364
POLYX,20231220,171169.25072655402
MKR,20240816,187278.4388042158
kPEPE,20231006,653015.7818662495
POLYX,20240807,76881.3506985889
OGN,20240105,160469.9365660203
UNIBOT,20231104,99192.08164876177
PEOPLE,20241126,97671.36952158927
LOOM,20240117,152638.38445280047
HPOS,20240216,14527.390648215747
BNT,20240404,131986.51161170294
TAO,20241208,305365.07121327677
FRIEND,20241207,0.0
RLB,20230802,19159.589559838703
kLUNC,20240127,335822.84023903636
UNIBOT,20241119,0.0
BANANA,20241014,69387.70779909498
ACE,20240203,217439.23775971957
AAVE,20241023,348249.3144495549
OP,20240717,323564.75768354733
STG,20241018,159778.7052174639
REQ,20231219,265846.88355277164
MATIC,20231212,918668.0772686211
PEOPLE,20240719,119962.16850853927
ETH,20231009,3205403.6145747234
TON,20241113,87442.53788989768
LISTA,20241127,73317.97249796023
APE,20240804,80347.35288972528
SAGA,20240426,177669.8808812243
ZRO,20240212,21711.974468138018
ZRO,20231009,75571.67976633504
NEIROETH,20241209,82092.46715005228
ETH,20231228,3138005.43881945
ETH,20230530,333481.7926167157
MYRO,20240915,75724.05112750815
ATOM,20230713,151123.71017835135
ACE,20231222,386436.01397612697
STX,20230531,277167.57928840123
GRASS,20241125,88401.56096519493
FXS,20230920,315296.2797574078
MINA,20240827,117485.45869492964
DOGE,20240412,105139.65791329161
BCH,20240208,755847.8939767404
CYBER,20240821,95599.79800051637
AVAX,20230429,43065.08703906174
SEI,20231218,443337.36525710503
TURBO,20241018,149239.33029892403
AVAX,20230915,661409.3812171478
UNIBOT,20231204,37228.91759755691
XRP,20240109,1433781.7507911338
REQ,20231124,263688.1875844353
kBONK,20240124,315565.5145493994
WLD,20241025,342952.6470074753
kPEPE,20240323,240496.49048734544
OX,20230918,54057.4001122796
BCH,20230828,503522.8985676541
RLB,20240317,85243.28386390222
OX,20240908,0.0
DYDX,20240724,207065.18871168673
IMX,20240907,174236.19971683456
SNX,20240819,192843.92556178788
kFLOKI,20240817,134916.5685749929
CFX,20230810,459488.8309919161
YGG,20240422,106648.19282229133
FTT,20240108,248649.14138942512
STRAX,20240908,0.0
SUI,20231020,634429.5994785741
DOT,20231124,879399.6021370008
ARB,20240303,384474.7805407561
ARB,20241112,81632.41236881098
BSV,20240327,126861.13090176253
MAVIA,20240921,85097.00449894773
ONDO,20240411,149679.13948092292
SUSHI,20240210,333640.50332626025
BTC,20240902,2285500.889342612
JTO,20240923,145164.49980766053
UMA,20240418,170063.9512684569
TIA,20240120,332898.9756871119
GMX,20230904,340718.55774292373
UNI,20241009,120172.20537136713
LDO,20240718,160241.59418870095
TRB,20240717,82005.69282762479
RNDR,20241204,0.0
AVAX,20241115,256897.2870090701
CYBER,20231122,379282.3668208819
ARB,20240725,161794.47572598903
OGN,20231021,191022.1131714839
ALT,20240421,129530.94378151021
STG,20240116,207953.18626580335
INJ,20230914,666343.0259301869
TRX,20240408,170123.9631825477
XAI,20241013,215154.69241854313
ZRO,20241003,225885.65813676684
UMA,20241015,225649.79531577817
MAV,20240921,99363.23673604071
PENDLE,20240715,97022.189626109
MNT,20240930,212907.29255600224
INJ,20240827,253138.89828582155
BOME,20240425,161946.69841728304
NOT,20240919,182238.87376230146
RUNE,20240812,82667.04438189462
AVAX,20240730,224053.3465611414
TIA,20240416,248112.9836463394
kPEPE,20241206,755533.7224835732
BIGTIME,20240915,194638.385189102
FRIEND,20240801,0.0
BLUR,20240421,143333.16525108324
DYDX,20230809,179410.49169638203
MINA,20231029,317137.38035937457
kPEPE,20240106,619497.3008454387
RSR,20240318,141108.09747860485
MATIC,20230910,661401.3376995086
TIA,20240802,93027.33719470093
FTM,20230820,489028.67272069014
SNX,20230710,69744.64250912998
SNX,20230707,45556.56055829735
POL,20241116,127927.54182793379
AVAX,20231108,888202.7426315005
RSR,20231218,170645.62760160878
ZETA,20240312,108932.96247859066
WLD,20240117,668777.1727549536
MATIC,20230920,649849.4539171985
YGG,20240411,164458.16266139355
ALT,20241010,165818.69829851936
AAVE,20231230,834828.5076369921
STX,20240301,127944.0690004349
LDO,20240319,316545.36053177837
FTM,20240210,574303.3137759531
CRV,20230531,271103.8902568737
PYTH,20241006,115941.21582246954
SEI,20241111,125470.36232099413
BNT,20241109,30791.53478045393
XRP,20240411,558292.2767249948
TNSR,20240920,106369.5170886168
STX,20240413,74591.36859490341
MKR,20240304,293946.1997505068
OMNI,20241103,125945.56074074152
kSHIB,20231120,883500.5047640821
PIXEL,20241103,119008.63365237927
MINA,20231224,357408.52538157575
DOGE,20240815,441299.8845826119
ATOM,20241018,132705.3857725902
MATIC,20230621,122810.69630487307
ZEN,20241012,84255.26967236148
ORDI,20241021,235068.2411759544
kBONK,20240802,144798.35733062073
WLD,20240418,138078.71359071982
SAGA,20240727,141913.79848257147
BNB,20240401,391993.5735518254
UMA,20241001,167809.47295794362
CFX,20231119,884069.9200537693
CANTO,20231116,77236.2811043241
AVAX,20240218,484141.44838460215
OGN,20240222,84040.45106194596
ZRO,20240102,32217.48379595507
CRV,20230708,136700.4217362167
APE,20241030,261110.3920230419
BOME,20240403,227691.6177787
DOT,20231109,840327.2539357552
LDO,20230819,476444.49699690036
SEI,20240222,120711.02430343648
FRIEND,20231012,46824.384710161474
AVAX,20231215,585094.4865758241
INJ,20230903,819282.6793562528
GMX,20240120,252870.44718101376
LDO,20240726,188449.75013117678
LOOM,20231006,114164.16255689612
RUNE,20240111,100036.49198791957
CELO,20241205,67545.92482988465
ORBS,20241030,90483.19527974173
UMA,20241006,220940.56077591865
POL,20241115,159933.8194314906
GALA,20240415,74828.08555471695
JUP,20240911,93017.67085648328
FTM,20241017,192162.65854556617
BTC,20240824,1292246.5098653843
AVAX,20240227,431768.096872828
LINK,20240811,243082.13988592025
ILV,20240226,70809.99983366688
CELO,20241113,89560.34567089294
SOL,20240328,991170.1992127347
BLUR,20240815,197335.74591919815
UNI,20241025,148900.41545062963
NOT,20240713,166552.54203457772
AVAX,20230928,636190.616992636
LDO,20230521,90545.7123278033
AI,20240810,114055.74799142494
CFX,20230623,108354.34426831907
ZRO,20240306,13261.241690525601
BNB,20240227,404691.07429873163
CELO,20241029,177590.16276117208
AVAX,20230530,330212.65426421125
HPOS,20240424,13652.239588856757
SUSHI,20241020,135203.92507427445
CFX,20231014,647819.8583735666
BSV,20240714,75474.63740544819
IMX,20240425,108170.57858937487
ARB,20231106,759357.9895574686
NEAR,20240727,91436.14661225557
ZK,20240927,89705.77274147196
MERL,20241130,85236.31003953477
SUPER,20240306,101689.92278370359
ARB,20240321,494204.8094044841
DOT,20240222,273902.7374317596
FRIEND,20241118,0.0
W,20241115,111704.88692832798
COMP,20230825,487196.86160835
ENS,20240226,225220.44570369908
MEME,20240726,139370.20290367244
ZK,20240916,111163.9279723767
SOL,20240213,1578264.3902708292
DOT,20231031,649896.8043363835
APE,20240304,115962.5556579293
NFTI,20241011,0.0
TRX,20240307,180410.7598480085
ATOM,20240419,105968.14208541204
FTM,20230912,649610.8196377532
XRP,20240217,520059.2827041483
PANDORA,20241113,0.0
AI,20240426,253570.0891540216
FTM,20230723,160988.8799184434
ZRO,20240118,30644.734550210804
AAVE,20240930,320129.1867158087
SEI,20230910,640633.6819196047
XAI,20240414,109449.21262945114
MATIC,20230608,311058.25589365116
LTC,20240919,292782.0439417247
STRAX,20240222,105447.92898822097
GALA,20240115,863528.8605644063
PURR,20241129,32099.295250696698
ORDI,20240118,525095.1731214699
NEO,20241011,216175.30156886278
ARK,20240309,116900.5181895131
STRAX,20240428,0.0
DOGE,20231231,1190355.842715928
ZETA,20240724,91967.56590740553
TAO,20240901,95869.10033206888
COMP,20240912,165429.39922494328
BLUR,20240325,291242.627259024
ADA,20231224,809332.6664063034
CFX,20241106,132806.3654989031
GMX,20230902,297579.15189928823
NOT,20240815,155745.51421058335
